-0.016327,0.01605,0.0039892,-0.010273,-0.0032662,-0.032215,-0.0085011,-0.024458,-0.037723,-0.036939,-0.022586,-0.017446,-0.016338,-0.0064639,-0.010907,-0.012816,-0.018677,0.018373,0.00457,-0.011752,-0.0037361,-0.036861,-0.0097254,-0.027986,-0.043159,-0.042265,-0.02584,-0.019962,-0.018691,-0.0073921,-0.012478,-0.014659
-0.01643,0.016163,0.0040205,-0.010338,-0.0032866,-0.032427,-0.0085554,-0.024619,-0.037967,-0.03718,-0.022731,-0.017561,-0.016443,-0.0065027,-0.010977,-0.012895,-0.016074,0.015805,0.0039293,-0.010114,-0.0032155,-0.031718,-0.0083696,-0.024082,-0.03714,-0.036369,-0.022237,-0.017177,-0.016085,-0.0063631,-0.010738,-0.012617
-0.016441,0.016181,0.0040275,-0.010345,-0.0032885,-0.032453,-0.0085613,-0.02464,-0.037995,-0.03721,-0.022748,-0.017576,-0.016455,-0.0065053,-0.010986,-0.012903,-0.018677,0.018373,0.00457,-0.011752,-0.0037361,-0.036861,-0.0097254,-0.027986,-0.043159,-0.042265,-0.02584,-0.019962,-0.018691,-0.0073921,-0.012478,-0.014659
-0.016421,0.016155,0.0040191,-0.010332,-0.0032846,-0.032408,-0.0085503,-0.024606,-0.037945,-0.037159,-0.022718,-0.017551,-0.016433,-0.0064983,-0.010971,-0.012887,-0.016074,0.015805,0.0039293,-0.010114,-0.0032155,-0.031718,-0.0083696,-0.024082,-0.03714,-0.036369,-0.022237,-0.017177,-0.016085,-0.0063631,-0.010738,-0.012617
-0.016343,0.016073,0.003997,-0.010283,-0.0032692,-0.032252,-0.0085099,-0.024487,-0.037764,-0.03698,-0.02261,-0.017466,-0.016355,-0.0064689,-0.010918,-0.012827,-0.018677,0.018373,0.00457,-0.011752,-0.0037361,-0.036861,-0.0097254,-0.027986,-0.043159,-0.042265,-0.02584,-0.019962,-0.018691,-0.0073921,-0.012478,-0.014659
-0.016481,0.016225,0.0040405,-0.010369,-0.0032962,-0.032535,-0.0085819,-0.024702,-0.038088,-0.037302,-0.022803,-0.01762,-0.016494,-0.0065195,-0.011013,-0.012933,-0.018677,0.018373,0.00457,-0.011752,-0.0037361,-0.036861,-0.0097254,-0.027986,-0.043159,-0.042265,-0.02584,-0.019962,-0.018691,-0.0073921,-0.012478,-0.014659
-0.016448,0.016187,0.004029,-0.010349,-0.0032899,-0.032466,-0.0085647,-0.02465,-0.03801,-0.037224,-0.022757,-0.017583,-0.016461,-0.0065079,-0.01099,-0.012908,-0.018677,0.018373,0.00457,-0.011752,-0.0037361,-0.036861,-0.0097254,-0.027986,-0.043159,-0.042265,-0.02584,-0.019962,-0.018691,-0.0073921,-0.012478,-0.014659
-0.016419,0.016155,0.0040201,-0.010331,-0.0032842,-0.032407,-0.0085495,-0.024605,-0.037942,-0.037157,-0.022716,-0.01755,-0.016432,-0.0064972,-0.01097,-0.012886,-0.018677,0.018373,0.00457,-0.011752,-0.0037361,-0.036861,-0.0097254,-0.027986,-0.043159,-0.042265,-0.02584,-0.019962,-0.018691,-0.0073921,-0.012478,-0.014659
-0.016276,0.015999,0.0039759,-0.010241,-0.0032562,-0.032114,-0.0084749,-0.024382,-0.037606,-0.036824,-0.022516,-0.017391,-0.016287,-0.0064444,-0.010873,-0.012776,-0.018677,0.018373,0.00457,-0.011752,-0.0037361,-0.036861,-0.0097254,-0.027986,-0.043159,-0.042265,-0.02584,-0.019962,-0.018691,-0.0073921,-0.012478,-0.014659
-0.01628,0.015999,0.0039747,-0.010244,-0.003257,-0.032119,-0.0084767,-0.024385,-0.037613,-0.03683,-0.02252,-0.017394,-0.01629,-0.0064466,-0.010875,-0.01278,-0.018677,0.018373,0.00457,-0.011752,-0.0037361,-0.036861,-0.0097254,-0.027986,-0.043159,-0.042265,-0.02584,-0.019962,-0.018691,-0.0073921,-0.012478,-0.014659
