-0.022237,-0.018527,-0.011865,-0.011358,0.0024909,-0.024328,-0.0016311,-0.032201,-0.026821,0.00050821,0.0014232,-0.034767,-0.047714,0.0027268,-0.036505,-0.0063325,-0.0066639,-0.1275,-0.028638,-0.10273,0.010367,-0.092815,0.013616,-0.26312,-0.16135,-0.013118,-0.020071,-0.1911,-0.2257,-0.020904,-0.22186,-0.043862
-0.0036009,-0.022757,-0.0059848,-0.017931,0.001962,-0.017796,0.002021,-0.04628,-0.029182,-0.0020675,-0.0030903,-0.034902,-0.041976,-0.0030775,-0.040083,-0.0078242,-0.16284,-0.067914,-0.072947,-0.027991,0.012895,-0.13064,-0.019781,-0.094971,-0.11123,0.011094,0.021811,-0.15421,-0.23195,0.032037,-0.15013,-0.023057
-0.014082,-0.020378,-0.0092914,-0.014234,0.0022593,-0.021469,-3.2873e-05,-0.038362,-0.027855,-0.00061898,-0.00055203,-0.034826,-0.045203,0.0001868,-0.038071,-0.0069853,-0.0066639,-0.1275,-0.028638,-0.10273,0.010367,-0.092815,0.013616,-0.26312,-0.16135,-0.013118,-0.020071,-0.1911,-0.2257,-0.020904,-0.22186,-0.043862
-0.0092819,-0.021468,-0.0077771,-0.015927,0.0021233,-0.019787,0.0009077,-0.041988,-0.028463,-0.0012824,-0.0017144,-0.034861,-0.043725,-0.0013081,-0.038993,-0.0073694,-0.16284,-0.067914,-0.072947,-0.027991,0.012895,-0.13064,-0.019781,-0.094971,-0.11123,0.011094,0.021811,-0.15421,-0.23195,0.032037,-0.15013,-0.023057
-0.029483,-0.016882,-0.01415,-0.008803,0.0026964,-0.026868,-0.003051,-0.026727,-0.025903,0.0015096,0.0031781,-0.034715,-0.049944,0.0049835,-0.035114,-0.0057526,-0.0066639,-0.1275,-0.028638,-0.10273,0.010367,-0.092815,0.013616,-0.26312,-0.16135,-0.013118,-0.020071,-0.1911,-0.2257,-0.020904,-0.22186,-0.043862
-0.0061033,-0.022189,-0.0067743,-0.017048,0.002033,-0.018673,0.0015306,-0.04439,-0.028865,-0.0017217,-0.0024844,-0.034884,-0.042746,-0.0022981,-0.039603,-0.0076239,-0.0066639,-0.1275,-0.028638,-0.10273,0.010367,-0.092815,0.013616,-0.26312,-0.16135,-0.013118,-0.020071,-0.1911,-0.2257,-0.020904,-0.22186,-0.043862
-0.012109,-0.020826,-0.008669,-0.01493,0.0022035,-0.020778,0.00035372,-0.039853,-0.028104,-0.00089176,-0.0010298,-0.034841,-0.044595,-0.00042778,-0.03845,-0.0071432,-0.0066639,-0.1275,-0.028638,-0.10273,0.010367,-0.092815,0.013616,-0.26312,-0.16135,-0.013118,-0.020071,-0.1911,-0.2257,-0.020904,-0.22186,-0.043862
-0.016332,-0.019867,-0.010001,-0.013441,0.0023233,-0.022258,-0.00047377,-0.036663,-0.027569,-0.00030803,-7.1575e-06,-0.03481,-0.045895,0.00088759,-0.037639,-0.0068053,-0.0066639,-0.1275,-0.028638,-0.10273,0.010367,-0.092815,0.013616,-0.26312,-0.16135,-0.013118,-0.020071,-0.1911,-0.2257,-0.020904,-0.22186,-0.043862
-0.035024,-0.015624,-0.015899,-0.0068489,0.0028537,-0.028811,-0.0041368,-0.022541,-0.025201,0.0022756,0.0045201,-0.034674,-0.05165,0.0067094,-0.03405,-0.0053091,-0.0066639,-0.1275,-0.028638,-0.10273,0.010367,-0.092815,0.013616,-0.26312,-0.16135,-0.013118,-0.020071,-0.1911,-0.2257,-0.020904,-0.22186,-0.043862
-0.034729,-0.015691,-0.015806,-0.0069528,0.0028453,-0.028707,-0.004079,-0.022764,-0.025239,0.0022347,0.0044487,-0.034677,-0.051559,0.0066174,-0.034107,-0.0053327,-0.0066639,-0.1275,-0.028638,-0.10273,0.010367,-0.092815,0.013616,-0.26312,-0.16135,-0.013118,-0.020071,-0.1911,-0.2257,-0.020904,-0.22186,-0.043862
